Filename,Concentration_Label,Concentration_Value,MQ-3_R1 (kOhm)_mean,MQ-3_R1 (kOhm)_std,MQ-3_R1 (kOhm)_min,MQ-3_R1 (kOhm)_max,MQ-3_R1 (kOhm)_median,MQ-4_R1 (kOhm)_mean,MQ-4_R1 (kOhm)_std,MQ-4_R1 (kOhm)_min,MQ-4_R1 (kOhm)_max,MQ-4_R1 (kOhm)_median,MQ-6_R1 (kOhm)_mean,MQ-6_R1 (kOhm)_std,MQ-6_R1 (kOhm)_min,MQ-6_R1 (kOhm)_max,MQ-6_R1 (kOhm)_median,MQ-3_R2 (kOhm)_mean,MQ-3_R2 (kOhm)_std,MQ-3_R2 (kOhm)_min,MQ-3_R2 (kOhm)_max,MQ-3_R2 (kOhm)_median,MQ-4_R2 (kOhm)_mean,MQ-4_R2 (kOhm)_std,MQ-4_R2 (kOhm)_min,MQ-4_R2 (kOhm)_max,MQ-4_R2 (kOhm)_median,MQ-6_R2 (kOhm)_mean,MQ-6_R2 (kOhm)_std,MQ-6_R2 (kOhm)_min,MQ-6_R2 (kOhm)_max,MQ-6_R2 (kOhm)_median
Ea-C5_R03.txt,15.0%,15.0,4.098676042402827,3.198720251744495,1.4655,13.0282,2.4927,26.836589081272084,9.029839774023854,17.1208,44.7813,23.05655,41.81352035335689,24.589359890215878,17.1594,99.9163,31.8152,10.578201802120143,5.390608537177315,5.5801,25.0345,8.33675,20.6365777385159,7.9409718863771594,12.2472,36.9537,17.22505,29.925819399293285,19.730501352432313,11.0234,78.0,21.751649999999998
Ea-C5_R04.txt,15.0%,15.0,4.379356466431096,3.3680534212830846,1.5709,13.8043,2.7154999999999996,27.919013356890463,9.032226408736463,18.1025,45.6115,24.1291,44.39335519434629,25.26728667176423,18.7261,103.0,34.25205,11.0142974204947,5.850564702742765,5.7394,27.4848,8.4655,21.53843229681979,8.065060493811995,13.0587,37.6331,17.981450000000002,32.07381756183745,20.62786426431332,12.1581,80.99,23.55475
Ea-C5_R05.txt,15.0%,15.0,3.964979363957597,3.114546810146903,1.3658,12.5842,2.4094,23.98646381625442,7.8449451383875575,15.7732,39.9199,20.5492,37.53956462897526,21.70205212627593,16.3966,88.0,28.49605,9.432022791519435,5.335887395955024,4.9034,23.8272,6.8738,17.823087950530038,7.0653173654573935,10.7155,32.4703,14.385349999999999,25.815353851590103,17.089689547064186,10.0098,66.5484,18.433999999999997
Ea-C5_R06.txt,15.0%,15.0,4.509976431095407,3.3665472893858563,1.6855,13.9439,2.8352,27.03044671378092,8.251853776094046,18.1072,43.1172,23.688450000000003,44.62170180212014,23.904212721443294,20.3077,99.1368,35.234,10.687369540636041,5.8110052314471465,5.6943,26.5893,7.9123,20.360024240282687,7.609987390869746,12.5085,35.5509,16.80105,30.96170349823322,19.213122909215887,12.4967,75.9322,23.058149999999998
Ea-C5_R07.txt,15.0%,15.0,3.9037545229681982,3.0808291444830784,1.3178,12.4967,2.3424,26.688017243816255,8.585813624743615,17.4511,43.6575,23.2021,42.99694098939929,24.005832370784955,18.7895,98.3671,33.4742,9.861502862190813,5.235619086711769,5.2017,24.1434,7.5634999999999994,19.948747915194343,7.796545274444709,11.8875,35.7779,16.4402,29.688801166077738,18.989194366562465,11.5366,74.9301,21.864150000000002
Ea-C5_R08.txt,15.0%,15.0,5.125848692579505,3.6899133733486593,2.1092,15.2068,3.2302999999999997,30.250051696113072,8.38049850442657,21.1799,46.1379,26.7689,51.914870706713785,25.565608227732014,25.5659,108.1527,41.8936,13.133302120141344,6.580028049664236,7.3738,31.4567,10.1941,23.17146819787986,7.816287238019362,14.9515,38.4663,19.6569,36.436721872791516,20.66117811354279,16.0495,83.377,28.2913
Ea-C5_R09.txt,15.0%,15.0,4.769731625441696,3.4595042259195186,1.9231,14.385,3.0202,29.21174840989399,8.53983861132076,20.0264,45.5825,25.6859,48.88196731448763,25.335825231532098,23.0462,105.4766,38.876549999999995,11.692992756183747,5.961398662307239,6.457,27.9634,8.9915,22.170105017667847,7.9290004041039985,13.9112,37.7777,18.50875,34.12307035335689,20.38248080025442,14.3966,80.8968,25.739
Ea-C5_R10.txt,15.0%,15.0,4.501286855123674,3.276964329538849,1.6855,13.7068,2.87415,28.87642042402827,8.459095263745638,19.4547,45.3371,25.658549999999998,47.87200749116608,24.82508008756717,21.634,104.4368,38.59525,10.995277526501768,5.6243488161571165,5.9715,26.5064,8.518650000000001,21.78726848056537,7.944319990897206,13.3554,37.722,18.366,33.37191674911661,19.97287377259042,13.5356,80.1876,25.4039
Ea-C5_R11.txt,15.0%,15.0,4.243034204946996,3.2448183074004837,1.5546,13.2856,2.6014,27.916995300353356,8.381368908229229,18.8511,44.1658,24.4528,46.036516254416966,24.488953007686405,20.8607,102.3164,36.37045,10.73539042402827,5.7368657393778575,5.7439,26.3071,8.1743,21.132688763250883,7.798938132368227,12.9519,36.7918,17.68685,32.239551060070674,19.643961629886913,13.0318,78.59,24.268700000000003
Ea-C6_R01.txt,20.0%,20.0,2.89677332155477,2.584145901624404,0.785,10.1607,1.5709,21.289691413427562,7.936776651600998,13.1349,38.0128,17.73945,32.057836501766786,20.356677231479235,12.7675,81.2082,23.1536,7.756345618374558,4.365965224989608,3.9059,19.9434,5.7857,15.378533533568904,7.009605342744687,8.3905,30.8104,12.20625,22.691829787985863,15.890610818802873,8.1157,62.3016,15.76305
